Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
H2Ov2,2v2,v1,v3	Water	1003.65482670, 1003.65482670	17(3,15),v3=1-16(5,12),v1=1	-18.44530		7229.2996	10401.3633	JPL
H2Ov2,2v2,v1,v3	Water	1004.66977800, 1004.66977800	2(0,2),v3=1-1(1,1),v3=1	-8.43950		3791.7009	5455.4190	JPL
H2Ov2,2v2,v1,v3	Water	1004.86848870, 1004.86848870	18(4,14),v3=1-17(7,11),v3=1	-18.34810		8076.5746	11620.4047	JPL
H2Ov=0	Water	1005.17597690, 1005.17597690	22(6,16)-21(9,13)	-15.41320		6654.2960	9574.0603	JPL
H2Ov2,2v2,v1,v3	Water	1005.95741360, 1005.95741360	18(6,13),v2=1-18(13,6),v=0	-19.68670		6296.8948	9059.8390	JPL
H2Ov2,2v2,v1,v3	Water	1008.62076660, 1008.62076660	16(13,4),v2=1-15(8,7),v2=2	-19.60940		7296.6042	10498.1998	JPL
D2O	Water	1008.84314720, 1008.84314720	13(7,7)-12(8,4)	-4.26570		1526.1298	2195.7477	CDMS
D2O	Water	1008.84321830, 1008.84321830	13(7,7)-12(8,4)	-4.26110		1526.1298	2195.7477	CDMS
H2Ov2,2v2,v1,v3	Water	1009.44039730, 1009.44039730	9(7,2),v3=1-10(7,3),v2=2	-14.58950		5473.8115	7875.6042	JPL
H2Ov2,2v2,v1,v3	Water	1009.48412890, 1009.48412890	9(7,3),v3=1-10(7,4),v2=2	-14.11160		5473.8025	7875.5912	JPL
HDO	Water	1009.94469700, 1009.94469700	2(1,1)-1(1,0)	-1.62360		32.4964	46.7548	JPL
D2O	Water	1012.29442130, 1012.29442130	13(7,6)-12(8,5)	-4.56370		1526.1284	2195.7457	CDMS
D2O	Water	1012.29449290, 1012.29449290	13(7,6)-12(8,5)	-4.55910		1526.1284	2195.7457	CDMS
H2Ov2,2v2,v1,v3	Water	1012.89129560, 1012.89129560	20(5,16),v2=2-20(4,17),v1=1	-19.70090		8594.8095	12366.0301	JPL
H2Ov2,2v2,v1,v3	Water	1014.52574190, 1014.52574190	2(0,2),v3=1-3(0,3),v1=1	-12.10590		3791.3721	5454.9460	JPL
D2O	Water	1015.23512480, 1015.23512480	18(4,15)-17(5,12)	-6.27940		2167.1164	3117.9792	CDMS
D2O	Water	1015.23526580, 1015.23526580	18(4,15)-17(5,12)	-6.28400		2167.1164	3117.9792	CDMS
H2Ov2,2v2,v1,v3	Water	1015.66910660, 1015.66910660	14(4,10),v1=1-13(6,7),v3=1	-16.56240		6455.7421	9288.3852	JPL
H2Ov2,2v2,v1,v3	Water	1016.81002500, 1016.81002500	6(2,5),v1=1-5(2,4),v3=1	-10.50920		4165.4738	5993.1956	JPL
D2O	Water	1017.17109930, 1017.17109930	15(7,9)-16(4,12)	-5.99170		1884.0046	2710.6468	CDMS
D2O	Water	1017.17139000, 1017.17139000	15(7,9)-16(4,12)	-5.99630		1884.0046	2710.6468	CDMS
H2Ov2,2v2,v1,v3	Water	1019.92430990, 1019.92430990	5(1,4),v1=1-6(4,3),v2=2	-11.74470		4015.5151	5777.4382	JPL
HDO	Water	1022.63754170, 1022.63754170	9(7,3)-10(6,4)	-4.28700		1399.4606	2013.5001	JPL
HDO	Water	1022.94907110, 1022.94907110	9(7,2)-10(6,5)	-4.28670		1399.4502	2013.4851	JPL
D2O	Water	1025.24759200, 1025.24759200	7(4,4)-8(1,7)	-3.32890		457.8230	658.7014	CDMS
D2O	Water	1025.24759200, 1025.24759200	7(4,4)-8(1,7)	-3.32440		457.8230	658.7014	CDMS
H2Ov2,2v2,v1,v3	Water	1027.06473960, 1027.06473960	11(10,2),v3=1-11(10,1),v2=2	-15.39920		6589.4134	9480.7086	JPL
H2Ov2,2v2,v1,v3	Water	1027.06486870, 1027.06486870	11(10,1),v3=1-11(10,2),v2=2	-15.87630		6589.4134	9480.7086	JPL
H2Ov2,2v2,v1,v3	Water	1029.34999860, 1029.34999860	18(0,18),v2=1-19(5,15),v=0	-16.17610		4855.1517	6985.4896	JPL
H2Ov2,2v2,v1,v3	Water	1031.45355760, 1031.45355760	16(10,7),v2=1-17(15,2),v=0	-19.21800		6430.7188	9252.3822	JPL
H2Ov2,2v2,v1,v3	Water	1031.62077630, 1031.62077630	16(10,6),v2=1-17(15,3),v=0	-19.69510		6430.7188	9252.3822	JPL
H2Ov2,2v2,v1,v3	Water	1032.30487060, 1032.30487060	21(8,13),v=0-21(1,20),v2=1	-17.21640		6430.7937	9252.4899	JPL
H2Ov2,2v2,v1,v3	Water	1032.81543900, 1032.81543900	5(5,1),v2=2-6(4,2),v2=2	-10.26680		4016.0528	5778.2118	JPL
H2Ov2,2v2,v1,v3	Water	1035.68739140, 1035.68739140	8(4,5),v3=1-9(1,8),v3=1	-12.32350		4816.9910	6930.5847	JPL
H2Ov2,2v2,v1,v3	Water	1036.01512640, 1036.01512640	17(0,17),v1=1-18(7,12),v2=1	-18.76880		6546.7211	9419.2838	JPL
H2Ov2,2v2,v1,v3	Water	1036.69850100, 1036.69850100	7(6,2),v1=1-7(7,1),v2=2	-14.21800		4812.1931	6923.6816	JPL
H2Ov2,2v2,v1,v3	Water	1036.71876640, 1036.71876640	14(6,9),v1=1-15(5,10),v2=2	-16.48860		6641.8882	9556.2082	JPL
H2Ov2,2v2,v1,v3	Water	1036.74210080, 1036.74210080	16(3,13),v1=1-17(1,16),v3=1	-18.65040		6992.7614	10061.0372	JPL
H2Ov2,2v2,v1,v3	Water	1036.76568670, 1036.76568670	7(6,1),v1=1-7(7,0),v2=2	-13.74010		4812.1931	6923.6816	JPL
H2Ov2,2v2,v1,v3	Water	1036.90395820, 1036.90395820	12(9,4),v2=1-11(10,1),v2=1	-11.04120		4769.2324	6861.8707	JPL
H2Ov2,2v2,v1,v3	Water	1036.91296950, 1036.91296950	12(9,3),v2=1-11(10,2),v2=1	-11.51830		4769.2324	6861.8707	JPL
D2O	Water	1037.05652270, 1037.05652270	21(9,13)-22(6,16)	-9.28690		3507.0593	5045.8470	CDMS
D2O	Water	1037.06427890, 1037.06427890	21(9,13)-22(6,16)	-9.28220		3507.0592	5045.8469	CDMS
H2Ov2,2v2,v1,v3	Water	1037.61916440, 1037.61916440	10(8,2),v2=2-9(8,1),v3=1	-14.48910		5694.0494	8192.4778	JPL
H2Ov2,2v2,v1,v3	Water	1037.61960520, 1037.61960520	10(8,3),v2=2-9(8,2),v3=1	-14.01220		5694.0493	8192.4777	JPL
H2Ov2,2v2,v1,v3	Water	1038.47675740, 1038.47675740	14(7,8),v2=2-15(12,3),v2=1	-18.61500		6646.9526	9563.4948	JPL
H2Ov2,2v2,v1,v3	Water	1039.43686220, 1039.43686220	7(4,4),v3=1-8(1,7),v3=1	-11.50570		4624.3029	6653.3492	JPL
D2O	Water	1040.93994680, 1040.93994680	13(3,11)-12(4,8)	-3.77760		1137.3006	1636.3125	CDMS
D2O	Water	1040.94000840, 1040.94000840	13(3,11)-12(4,8)	-3.78210		1137.3006	1636.3125	CDMS
H2Ov2,2v2,v1,v3	Water	1041.51258630, 1041.51258630	15(5,10),v3=1-15(7,9),v2=2	-18.72290		7039.7427	10128.6329	JPL
D2O	Water	1043.21272700, 1043.21272700	7(3,4)-7(2,5)	-1.26600		401.2624	577.3238	CDMS
D2O	Water	1043.21272700, 1043.21272700	7(3,4)-7(2,5)	-1.26150		401.2624	577.3238	CDMS
H2Ov2,2v2,v1,v3	Water	1044.64590710, 1044.64590710	7(0,7),v1=1-6(5,2),v2=2	-13.51020		4197.3388	6039.0423	JPL
H2Ov2,2v2,v1,v3	Water	1046.41966970, 1046.41966970	12(7,6),v2=2-11(8,3),v2=2	-13.13390		5997.1760	8628.6100	JPL
H2Ov2,2v2,v1,v3	Water	1046.86403020, 1046.86403020	20(2,19),v2=1-21(5,16),v=0	-17.94650		5987.8764	8615.2299	JPL
H2Ov2,2v2,v1,v3	Water	1047.45875180, 1047.45875180	11(1,11),v3=1-10(5,6),v2=2	-15.78570		5027.0739	7232.8476	JPL
H2Ov2,2v2,v1,v3	Water	1047.85348810, 1047.85348810	10(5,6),v2=2-9(4,5),v1=1	-11.30470		4992.1213	7182.5585	JPL
H2Ov=0	Water	1048.41075530, 1048.41075530	25(6,19)-26(5,22)	-18.19880		8262.8412	11888.4011	JPL
H2Ov2,2v2,v1,v3	Water	1049.19478500, 1049.19478500	5(5,0),v2=2-6(4,3),v2=2	-9.78080		4015.5151	5777.4382	JPL
D2O	Water	1049.53448700, 1049.53448700	5(3,3)-6(0,6)	-3.11500		232.5218	334.5451	CDMS
D2O	Water	1049.53448700, 1049.53448700	5(3,3)-6(0,6)	-3.11050		232.5218	334.5451	CDMS
H2Ov2,2v2,v1,v3	Water	1049.96027130, 1049.96027130	12(7,5),v2=2-11(8,4),v2=2	-13.60840		5997.1754	8628.6091	JPL
H2Ov2,2v2,v1,v3	Water	1050.36802750, 1050.36802750	12(7,6),v3=1-11(9,3),v2=2	-15.84100		6266.3706	9015.9214	JPL
H2Ov2,2v2,v1,v3	Water	1052.52297850, 1052.52297850	10(5,5),v2=2-9(6,4),v2=2	-11.50990		4994.7026	7186.2724	JPL
H2Ov2,2v2,v1,v3	Water	1054.32630940, 1054.32630940	13(12,1),v=0-13(3,10),v2=1	-18.74470		4052.8110	5831.0987	JPL
H2Ov2,2v2,v1,v3	Water	1058.98377330, 1058.98377330	11(9,3),v=0-10(0,10),v2=1	-16.33480		2705.0969	3892.0362	JPL
H2Ov2,2v2,v1,v3	Water	1059.47827650, 1059.47827650	11(6,6),v1=1-12(3,9),v1=1	-14.10940		5726.0622	8238.5372	JPL
D2O	Water	1059.61045290, 1059.61045290	19(13,7)-18(14,4)	-8.86870		3697.5758	5319.9562	CDMS
D2O	Water	1059.61047990, 1059.61047990	19(13,6)-18(14,5)	-9.16980		3697.5758	5319.9562	CDMS
D2O	Water	1059.61231340, 1059.61231340	19(13,7)-18(14,4)	-8.87510		3697.5757	5319.9560	CDMS
D2O	Water	1059.61234040, 1059.61234040	19(13,6)-18(14,5)	-9.17610		3697.5757	5319.9560	CDMS
H2Ov2,2v2,v1,v3	Water	1060.56203310, 1060.56203310	14(5,10),v3=1-15(5,11),v2=2	-15.84670		6584.4122	9473.5130	JPL
H2Ov2,2v2,v1,v3	Water	1062.56117400, 1062.56117400	8(1,7),v1=1-8(1,8),v3=1	-12.70660		4488.1457	6457.4491	JPL
H2Ov2,2v2,v1,v3	Water	1063.88846730, 1063.88846730	14(4,10),v1=1-14(4,11),v3=1	-15.24740		6454.1336	9286.0709	JPL
HDO	Water	1064.15896970, 1064.15896970	13(6,7)-14(4,10)	-7.38360		1922.8871	2766.5897	JPL
H2Ov2,2v2,v1,v3	Water	1064.33354840, 1064.33354840	12(7,5),v3=1-11(9,2),v2=2	-15.37100		6266.3706	9015.9214	JPL
H2Ov2,2v2,v1,v3	Water	1064.40491350, 1064.40491350	14(7,7),v2=2-15(12,4),v2=1	-19.10000		6646.9526	9563.4948	JPL
D2O	Water	1065.09695100, 1065.09695100	3(2,2)-3(1,3)	-0.90080		74.5062	107.1972	CDMS
D2O	Water	1065.09695100, 1065.09695100	3(2,2)-3(1,3)	-0.89630		74.5062	107.1972	CDMS
H2Ov2,2v2,v1,v3	Water	1067.31440300, 1067.31440300	16(4,13),v3=1-17(4,14),v2=2	-16.91920		7100.7842	10216.4581	JPL
H2Ov2,2v2,v1,v3	Water	1068.10987290, 1068.10987290	10(3,7),v2=2-9(2,8),v1=1	-13.94120		4717.1045	6786.8702	JPL
H2Ov=0	Water	1068.67746500, 1068.67746500	13(5,9)-14(2,12)	-7.16700		2550.8825	3670.1558	JPL
H2Ov2,2v2,v1,v3	Water	1070.99982570, 1070.99982570	7(5,2),v2=2-7(1,7),v3=1	-13.74610		4332.9123	6234.1026	JPL
H2Ov2,2v2,v1,v3	Water	1072.42690300, 1072.42690300	1(1,1),v3=1-0(0,0),v3=1	-8.20190		3755.9286	5403.9506	JPL
D2O	Water	1074.23994600, 1074.23994600	8(3,5)-8(2,6)	-1.08610		505.0488	726.6484	CDMS
D2O	Water	1074.23994600, 1074.23994600	8(3,5)-8(2,6)	-1.08160		505.0488	726.6484	CDMS
H2Ov2,2v2,v1,v3	Water	1075.12204490, 1075.12204490	12(2,11),v3=1-11(4,8),v1=1	-15.63140		5465.0535	7863.0034	JPL
D2O	Water	1075.34328600, 1075.34328600	13(3,10)-14(2,13)	-4.93410		1215.6833	1749.0870	CDMS
D2O	Water	1075.34328600, 1075.34328600	13(3,10)-14(2,13)	-4.92960		1215.6833	1749.0870	CDMS
D2O	Water	1076.06781700, 1076.06781700	6(3,4)-7(0,7)	-3.45410		305.4950	439.5366	CDMS
D2O	Water	1076.06781700, 1076.06781700	6(3,4)-7(0,7)	-3.44950		305.4950	439.5366	CDMS
D2O	Water	1076.22648600, 1076.22648600	5(1,4)-5(0,5)	-1.17020		169.0385	243.2073	CDMS
D2O	Water	1076.22648600, 1076.22648600	5(1,4)-5(0,5)	-1.16570		169.0385	243.2073	CDMS
H2Ov2,2v2,v1,v3	Water	1077.76304000, 1077.76304000	7(2,6),v2=1-6(3,3),v2=1	-6.07870		2282.5896	3284.1416	JPL
D2O	Water	1078.29282970, 1078.29282970	22(5,17)-23(4,20)	-8.74630		3371.3059	4850.5293	CDMS
D2O	Water	1078.30299860, 1078.30299860	22(5,17)-23(4,20)	-8.75080		3371.3056	4850.5288	CDMS
D2O	Water	1078.32390900, 1078.32390900	11(4,8)-12(1,11)	-4.01040		925.3693	1331.3923	CDMS
D2O	Water	1078.32390900, 1078.32390900	11(4,8)-12(1,11)	-4.00590		925.3693	1331.3923	CDMS
H2Ov2,2v2,v1,v3	Water	1079.86992300, 1079.86992300	3(1,2),v1=1-3(0,3),v1=1	-7.94180		3791.3721	5454.9460	JPL
H2Ov2,2v2,v1,v3	Water	1080.23873200, 1080.23873200	3(1,2),v3=1-3(0,3),v3=1	-8.63140		3890.8293	5598.0429	JPL
H2Ov2,2v2,v1,v3	Water	1080.45890900, 1080.45890900	7(4,4),v1=1-7(2,5),v3=1	-10.70280		4527.9494	6514.7178	JPL
H2Ov2,2v2,v1,v3	Water	1080.83491400, 1080.83491400	4(2,2),v3=1-3(3,1),v3=1	-9.53600		4030.0698	5798.3792	JPL
H2Ov2,2v2,v1,v3	Water	1080.92155300, 1080.92155300	3(2,1),v3=1-3(1,2),v3=1	-8.61550		3926.8622	5649.8863	JPL
H2Ov2,2v2,v1,v3	Water	1082.89322250, 1082.89322250	9(7,2),v2=2-9(5,5),v3=1	-14.14680		5193.4576	7472.2369	JPL
H2Ov2,2v2,v1,v3	Water	1083.17210500, 1083.17210500	9(4,6),v2=2-8(5,3),v2=2	-10.56270		4564.3666	6567.1141	JPL
D2O	Water	1084.69777200, 1084.69777200	6(3,3)-6(2,4)	-0.85530		309.2651	444.9609	CDMS
D2O	Water	1084.69777200, 1084.69777200	6(3,3)-6(2,4)	-0.85070		309.2651	444.9609	CDMS
H2Ov2,2v2,v1,v3	Water	1085.01418600, 1085.01418600	8(3,6),v2=2-7(4,3),v2=2	-9.32150		4188.3943	6026.1731	JPL
D2O	Water	1085.86288200, 1085.86288200	12(6,7)-13(3,10)	-5.02970		1251.5529	1800.6951	CDMS
D2O	Water	1085.86288200, 1085.86288200	12(6,7)-13(3,10)	-5.02520		1251.5529	1800.6951	CDMS
H2Ov2,2v2,v1,v3	Water	1086.46274100, 1086.46274100	1(1,1),v1=1-0(0,0),v1=1	-8.46760		3657.0531	5261.6906	JPL
H2Ov2,2v2,v1,v3	Water	1086.71631490, 1086.71631490	8(5,4),v3=1-9(2,7),v3=1	-12.64810		4939.7944	7107.2717	JPL
H2Ov2,2v2,v1,v3	Water	1088.55885580, 1088.55885580	13(3,11),v2=1-12(4,8),v2=1	-9.43620		3843.4105	5529.8177	JPL
H2Ov2,2v2,v1,v3	Water	1089.23532140, 1089.23532140	13(3,11),v1=1-12(4,8),v1=1	-13.83100		5826.1337	8382.5179	JPL
H2Ov2,2v2,v1,v3	Water	1089.85425880, 1089.85425880	10(3,7),v2=2-11(2,10),v2=2	-11.51230		4716.3792	6785.8266	JPL
D2O	Water	1093.73129110, 1093.73129110	21(6,16)-22(3,19)	-8.19920		3118.9053	4487.3832	CDMS
D2O	Water	1093.73784940, 1093.73784940	21(6,16)-22(3,19)	-8.20380		3118.9051	4487.3829	CDMS
H2Ov2,2v2,v1,v3	Water	1094.80192590, 1094.80192590	2(0,2),v3=1-2(2,1),v1=1	-11.70610		3788.6944	5451.0934	JPL
H218Ov=0	Water	1095.62739290, 1095.62739290	3(1,2)-3(0,3)	-0.32600		136.3367	196.1570	JPL
H2Ov2,2v2,v1,v3	Water	1096.22416280, 1096.22416280	7(1,7),v1=1-6(1,6),v3=1	-15.98730		4195.8181	6036.8543	JPL
H2Ov2,2v2,v1,v3	Water	1096.44152000, 1096.44152000	18(2,16),v2=2-17(3,15),v1=1	-18.12660		7156.9384	10297.2516	JPL
H2Ov=0	Water	1097.36479000, 1097.36479000	3(1,2)-3(0,3)	-0.32220		136.7617	196.7698	JPL
H2Ov2,2v2,v1,v3	Water	1099.29822800, 1099.29822800	6(3,4),v1=1-5(4,1),v1=1	-9.90770		4256.2412	6123.7898	JPL
H2Ov2,2v2,v1,v3	Water	1100.45206570, 1100.45206570	7(0,7),v1=1-6(0,6),v3=1	-13.22840		4195.4773	6036.3640	JPL
H2Ov=0	Water	1101.13029900, 1101.13029900	11(6,6)-12(3,9)	-6.45790		2105.8679	3029.8782	JPL
H2Ov2,2v2,v1,v3	Water	1101.49803240, 1101.49803240	10(4,7),v1=1-10(2,8),v3=1	-13.26250		5171.0601	7440.0119	JPL
H218Ov=0	Water	1101.69825650, 1101.69825650	1(1,1)-0(0,0)	-0.84790		0.0000	0.0000	JPL
H2Ov2,2v2,v1,v3	Water	1102.58399890, 1102.58399890	15(1,14),v2=1-16(8,9),v=0	-16.95620		4206.3315	6051.9808	JPL
H2Ov2,2v2,v1,v3	Water	1103.87029410, 1103.87029410	10(10,1),v3=1-10(10,0),v2=2	-15.10230		6318.9172	9091.5244	JPL
H2Ov2,2v2,v1,v3	Water	1103.87030140, 1103.87030140	10(10,0),v3=1-10(10,1),v2=2	-14.62520		6318.9172	9091.5244	JPL
D2O	Water	1104.42406820, 1104.42406820	16(5,12)-17(2,15)	-6.03240		1866.3547	2685.2527	CDMS
D2O	Water	1104.42470490, 1104.42470490	16(5,12)-17(2,15)	-6.03690		1866.3547	2685.2527	CDMS
D2O	Water	1104.66727000, 1104.66727000	4(3,2)-5(0,5)	-3.46640		169.0385	243.2073	CDMS
D2O	Water	1104.66727000, 1104.66727000	4(3,2)-5(0,5)	-3.46190		169.0385	243.2073	CDMS
D2O	Water	1106.69458400, 1106.69458400	12(6,7)-11(7,4)	-3.88760		1250.8580	1799.6953	CDMS
D2O	Water	1106.69458400, 1106.69458400	12(6,7)-11(7,4)	-3.88300		1250.8580	1799.6953	CDMS
D2O	Water	1108.48631200, 1108.48631200	9(4,5)-8(5,4)	-2.73320		671.1951	965.6945	CDMS
D2O	Water	1108.48631200, 1108.48631200	9(4,5)-8(5,4)	-2.72870		671.1951	965.6945	CDMS
H2Ov=0	Water	1109.59786800, 1109.59786800	9(5,5)-10(2,8)	-5.08920		1437.9686	2068.9188	JPL
H2Ov2,2v2,v1,v3	Water	1110.33973770, 1110.33973770	2(1,2),v3=1-3(1,3),v1=1	-13.02790		3796.5397	5462.3810	JPL
H2Ov2,2v2,v1,v3	Water	1110.65268050, 1110.65268050	15(11,4),v2=2-15(11,5),v3=1	-18.59710		8156.3083	11735.1238	JPL
H2Ov2,2v2,v1,v3	Water	1110.68197960, 1110.68197960	15(11,5),v2=2-15(11,4),v3=1	-19.07480		8156.3084	11735.1240	JPL
H2Ov2,2v2,v1,v3	Water	1112.37111790, 1112.37111790	7(7,1),v2=2-8(6,2),v2=2	-11.89380		4775.0884	6870.2962	JPL
H2Ov2,2v2,v1,v3	Water	1113.23229110, 1113.23229110	18(3,16),v2=2-17(2,15),v1=1	-17.56880		7156.8327	10297.0995	JPL
H2Ov=0	Water	1113.34300700, 1113.34300700	1(1,1)-0(0,0)	-0.83960		0.0000	0.0000	JPL
H2Ov2,2v2,v1,v3	Water	1114.66871180, 1114.66871180	10(6,5),v3=1-11(3,8),v3=1	-13.87910		5543.6369	7976.0675	JPL
D2O	Water	1115.69431700, 1115.69431700	7(2,5)-7(1,6)	-1.21870		364.0468	523.7791	CDMS
D2O	Water	1115.69431700, 1115.69431700	7(2,5)-7(1,6)	-1.21410		364.0468	523.7791	CDMS
H2Ov2,2v2,v1,v3	Water	1117.26044720, 1117.26044720	15(10,6),v2=1-14(2,13),v3=1	-19.46970		6045.1423	8697.6229	JPL
H2Ov2,2v2,v1,v3	Water	1117.30199300, 1117.30199300	7(4,4),v1=1-6(5,1),v1=1	-10.94010		4526.7205	6512.9497	JPL
H2Ov2,2v2,v1,v3	Water	1118.88142300, 1118.88142300	7(3,4),v2=2-6(4,3),v2=2	-9.01900		4015.5151	5777.4382	JPL
H2Ov2,2v2,v1,v3	Water	1118.95993920, 1118.95993920	21(10,12),v=0-22(1,21),v2=1	-18.89790		6855.9889	9864.2518	JPL
H2Ov2,2v2,v1,v3	Water	1119.95203250, 1119.95203250	17(7,10),v2=2-16(8,9),v1=1	-17.69230		7791.1915	11209.8015	JPL
H2Ov2,2v2,v1,v3	Water	1120.35677800, 1120.35677800	3(2,1),v1=1-3(1,2),v1=1	-7.91230		3827.3927	5506.7716	JPL
H2Ov2,2v2,v1,v3	Water	1120.87148610, 1120.87148610	7(7,0),v2=2-8(6,3),v2=2	-11.38710		4774.8049	6869.8883	JPL
H2Ov2,2v2,v1,v3	Water	1121.23508670, 1121.23508670	17(2,16),v2=1-18(7,11),v=0	-17.62430		4865.2263	6999.9847	JPL
H2Ov2,2v2,v1,v3	Water	1121.28919020, 1121.28919020	21(2,19),v2=2-21(1,20),v1=1	-19.52130		8385.6015	12065.0260	JPL
H2Ov2,2v2,v1,v3	Water	1125.55739700, 1125.55739700	10(4,6),v2=1-11(11,1),v=0	-16.97490		3216.1935	4627.3912	JPL
D2O	Water	1126.13882800, 1126.13882800	12(6,6)-11(7,5)	-3.57120		1250.8473	1799.6799	CDMS
D2O	Water	1126.13882800, 1126.13882800	12(6,6)-11(7,5)	-3.56660		1250.8473	1799.6799	CDMS
H2Ov2,2v2,v1,v3	Water	1129.22209830, 1129.22209830	18(1,18),v2=1-19(4,15),v=0	-15.95370		4851.8208	6980.6971	JPL
H2Ov2,2v2,v1,v3	Water	1130.29271530, 1130.29271530	8(7,1),v2=2-9(4,6),v1=1	-14.15420		4971.2607	7152.5447	JPL
D2O	Water	1130.62449900, 1130.62449900	9(2,7)-10(1,10)	-3.95010		581.8481	837.1448	CDMS
D2O	Water	1130.62449900, 1130.62449900	9(2,7)-10(1,10)	-3.94560		581.8481	837.1448	CDMS
H2Ov2,2v2,v1,v3	Water	1131.08293900, 1131.08293900	2(2,0),v3=1-2(1,1),v3=1	-8.23940		3849.3854	5538.4143	JPL
H2Ov2,2v2,v1,v3	Water	1134.82310720, 1134.82310720	21(1,20),v2=2-20(2,19),v1=1	-19.30560		7985.1318	11488.8387	JPL
H2Ov2,2v2,v1,v3	Water	1135.41870690, 1135.41870690	8(2,7),v1=1-8(0,8),v3=1	-12.45130		4488.0905	6457.3697	JPL
H2Ov2,2v2,v1,v3	Water	1135.55058860, 1135.55058860	16(6,10),v1=1-16(7,9),v2=2	-17.14120		7423.7491	10681.1332	JPL
H218Ov=0	Water	1136.70357940, 1136.70357940	3(2,1)-3(1,2)	-0.29680		172.8829	248.7385	JPL
HDO	Water	1140.55110320, 1140.55110320	14(4,10)-14(4,11)	-5.38560		1884.8425	2711.8523	JPL
HDO	Water	1141.12433840, 1141.12433840	16(2,14)-15(4,11)	-7.41920		2169.0577	3120.7722	JPL
